experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
100_43,100,ldecc,True,[],"['3', '86']",9641
100_43,100,CMB,True,"['36', '52', '93', '16', '3', '35', '58']","['3', '86']",9113
100_43,100,MBbyMB,True,"['56', '3', '58', '26']","['3', '86']",38227
100_44,100,locpc,False,,"['12', '29', '81']",715
100_44,100,ldecc,True,[],"['12', '29', '81']",14282
100_44,100,CMB,True,"['29', '56', '66', '81', '93', '96']","['12', '29', '81']",10867
100_44,100,MBbyMB,True,"['29', '56', '81', '82']","['12', '29', '81']",11260
100_45,100,locpc,True,[],"['73', '79']",2822
100_45,100,ldecc,True,[],"['73', '79']",15438
100_45,100,CMB,True,['79'],"['73', '79']",22346
100_45,100,MBbyMB,True,[],"['73', '79']",8542
100_46,100,locpc,False,,"['69', '90']",6741
100_46,100,ldecc,True,"['90', '69']","['69', '90']",9341
100_46,100,CMB,True,['90'],"['69', '90']",11637
100_46,100,MBbyMB,True,"['40', '90', '14', '69', '5', '13']","['69', '90']",9258
100_47,100,locpc,True,['2'],['2'],3525
100_47,100,ldecc,True,"['2', '96', '38']",['2'],5903
100_47,100,CMB,True,"['18', '64', '10']",['2'],6335
100_47,100,MBbyMB,True,[],['2'],10568
100_48,100,locpc,False,,['20'],5361
100_48,100,ldecc,True,"['0', '20', '21']",['20'],3382
100_48,100,CMB,True,['49'],['20'],11510
100_48,100,MBbyMB,True,[],['20'],4895
100_49,100,locpc,False,,['83'],1583
100_49,100,ldecc,True,"['35', '83']",['83'],1759
100_49,100,CMB,True,"['38', '5', '90', '73', '49', '54']",['83'],9789
100_49,100,MBbyMB,True,[],['83'],12544
100_50,100,locpc,False,,"['78', '88']",1302
100_50,100,ldecc,True,"['74', '88', '78']","['78', '88']",3188
100_50,100,CMB,True,"['24', '31', '25', '78', '15']","['78', '88']",2569
100_50,100,MBbyMB,True,"['31', '71', '88', '92', '25', '78', '19', '15']","['78', '88']",15092
100_51,100,locpc,True,"['46', '69', '57', '58']","['46', '69']",1050
100_51,100,ldecc,True,[],"['46', '69']",15258
100_51,100,CMB,True,[],"['46', '69']",45863
100_51,100,MBbyMB,True,"['67', '74', '69', '94', '22', '46', '52']","['46', '69']",13424
100_52,100,locpc,True,[],"['22', '41']",247
100_52,100,ldecc,True,"['41', '22']","['22', '41']",4451
100_52,100,CMB,True,[],"['22', '41']",20082
100_52,100,MBbyMB,True,"['1', '60', '88', '17', '33', '22']","['22', '41']",6268
100_53,100,locpc,True,"['12', '0', '40']",['12'],1865
100_53,100,ldecc,True,[],['12'],15077
100_53,100,CMB,True,"['23', '0', '54', '70', '40', '48']",['12'],9289
100_53,100,MBbyMB,True,"['67', '23', '0', '48']",['12'],9196
100_54,100,locpc,True,[],"['59', '77']",4507
100_54,100,ldecc,True,['42'],"['59', '77']",4409
100_54,100,CMB,True,"['4', '77', '21', '91', '1', '83']","['59', '77']",11116
100_54,100,MBbyMB,True,"['29', '2', '77', '46', '71', '93', '21', '91', '1']","['59', '77']",16745
100_55,100,locpc,False,,['54'],2010
100_55,100,ldecc,True,"['54', '73']",['54'],3492
100_55,100,CMB,True,[],['54'],5309
100_55,100,MBbyMB,True,"['7', '35', '54', '45']",['54'],1688
100_56,100,locpc,True,[],['30'],1792
100_56,100,ldecc,True,"['94', '30']",['30'],3365
100_56,100,CMB,True,['92'],['30'],50607
100_56,100,MBbyMB,True,"['76', '29', '89']",['30'],8888
100_57,100,locpc,True,['20'],['20'],1821
100_57,100,ldecc,False,,['20'],14859
100_57,100,CMB,True,[],['20'],15378
100_57,100,MBbyMB,True,"['81', '20', '84', '2']",['20'],3887
100_58,100,locpc,True,['46'],"['10', '46']",1915
100_58,100,ldecc,True,['46'],"['10', '46']",886
100_58,100,CMB,True,"['4', '11', '27', '30', '89', '41']","['10', '46']",11293
100_58,100,MBbyMB,True,[],"['10', '46']",12460
100_59,100,locpc,False,,"['21', '82']",6086
100_59,100,ldecc,True,"['82', '21']","['21', '82']",3248
100_59,100,CMB,True,[],"['21', '82']",1547
100_59,100,MBbyMB,True,['44'],"['21', '82']",2755
100_60,100,locpc,True,['28'],"['28', '69']",3292
100_60,100,ldecc,False,,"['28', '69']",15339
100_60,100,CMB,True,"['12', '56', '62', '86', '92', '97', '49', '59', '79']","['28', '69']",34034
100_60,100,MBbyMB,True,"['56', '86', '16']","['28', '69']",30356
100_61,100,locpc,False,,"['25', '33']",1535
100_61,100,ldecc,True,[],"['25', '33']",10155
100_61,100,CMB,True,"['25', '33', '6']","['25', '33']",4043
100_61,100,MBbyMB,True,"['25', '33', '5', '68']","['25', '33']",8117
100_62,100,locpc,True,"['56', '77', '36']","['77', '91']",1042
100_62,100,ldecc,False,,"['77', '91']",15221
100_62,100,CMB,True,"['56', '72', '95']","['77', '91']",5088
100_62,100,MBbyMB,True,"['56', '62']","['77', '91']",5705
100_63,100,locpc,True,"['16', '88']",['16'],7438
100_63,100,ldecc,True,[],['16'],9962
100_63,100,CMB,True,"['54', '67', '61', '1', '43', '35', '57', '7', '93']",['16'],51748
100_63,100,MBbyMB,True,[],['16'],64825
100_64,100,locpc,True,[],"['4', '97']",2500
100_64,100,ldecc,False,,"['4', '97']",16056
100_64,100,CMB,True,"['29', '35', '97', '99', '15']","['4', '97']",9526
100_64,100,MBbyMB,True,"['34', '60', '97', '99']","['4', '97']",10924
100_65,100,locpc,True,"['11', '36']",['19'],906
100_65,100,ldecc,True,"['19', '36']",['19'],3974
100_65,100,CMB,True,"['19', '11', '36', '82']",['19'],6470
100_65,100,MBbyMB,True,"['19', '91', '55']",['19'],8930
100_66,100,locpc,True,"['29', '95', '8', '47']","['8', '47']",1228
100_66,100,ldecc,False,,"['8', '47']",14097
100_66,100,CMB,True,"['87', '91', '88', '95', '92']","['8', '47']",5141
100_66,100,MBbyMB,True,"['53', '91', '48', '95']","['8', '47']",9036
100_67,100,locpc,True,"['83', '24', '42']","['24', '83']",2594
100_67,100,ldecc,True,"['24', '42', '83']","['24', '83']",7475
100_67,100,CMB,True,['2'],"['24', '83']",18779
100_67,100,MBbyMB,True,[],"['24', '83']",14779
100_68,100,locpc,True,"['29', '94', '99']","['29', '94']",1944
100_68,100,ldecc,True,"['47', '99', '29']","['29', '94']",9863
100_68,100,CMB,True,"['33', '15', '84', '99', '38', '44', '94']","['29', '94']",18891
100_68,100,MBbyMB,True,"['27', '11', '99', '94']","['29', '94']",17758
100_69,100,locpc,True,"['45', '21', '99']","['21', '99']",1022
100_69,100,ldecc,False,,"['21', '99']",16937
100_69,100,CMB,True,['80'],"['21', '99']",8015
100_69,100,MBbyMB,True,[],"['21', '99']",10677
100_70,100,locpc,False,,['79'],4380
100_70,100,ldecc,True,"['79', '12', '83']",['79'],319
100_70,100,CMB,True,"['12', '60', '22', '67', '83']",['79'],2490
100_70,100,MBbyMB,True,"['1', '14', '12', '22', '0', '67', '83']",['79'],11525
100_71,100,locpc,False,,['42'],4416
100_71,100,ldecc,True,"['68', '42', '80']",['42'],2344
100_71,100,CMB,True,"['92', '5', '65', '22', '68', '57']",['42'],16643
